fig_num,name,num_parts
fig-000610,TC-14,3
fig-000611,"Stephanie - White Top, Magneta Skirt",4
fig-000612,Elrond,5
fig-000613,Thomas Muller,4
fig-000614,Minifig from 544-1,4
fig-000615,Minifig from 71000-2,4
fig-000616,Minifig from 7031-1,5
fig-000617,Minifig from 5560-1,6
fig-000618,Minifig from 5573-2,4
fig-000619,Minifig from 5611-1,4
fig-000620,Minifig from 5610-1,4
fig-000621,"Wizard (Fantasy Era) - Good, no Cape",5
fig-000622,Max Villano with Backpack,5
fig-000623,Minifig from 5615-1,6
fig-000624,"Mars Astronaut, Smirk / Scared",5
fig-000625,Andre Schurrle (CMF),4
fig-000626,Minifig from 5626-1,5
fig-000627,Sami Khedira (CMF),4
fig-000628,Mike,4
fig-000629,Baron Von Barron,5
fig-000630,Minifig from 5930-1,4
fig-000631,Dr. Charles Lightning,4
fig-000632,Miss Gail Storm with Backpack,5
fig-000633,"Man, Blue Overalls over White V-Neck Shirt, Red Cap",4
fig-000634,Minifig from 1772-1,4
fig-000635,Minifig from 4937-1,4
fig-000636,Hikaru,4
fig-000637,Jerome Boateng (CMF),4
fig-000638,Minifig from 5998-1,4
fig-000639,Minifig from 5999-1,4
fig-000640,Minifig from 7636-1,4
fig-000641,Minifig from 601-1,4
fig-000642,"Knight (Black Falcon) - Black Legs, Black Hips, Rounded Shield, Neck-Protector, 3626a",4
fig-000643,Minifig from 60016-1,4
fig-000644,"Peasant - Light Gray Legs, Brown Hood",4
fig-000645,"King (Royal Knights) - Blue Legs, Blue Hips, no Cape",4
fig-000646,"Knight (Fright Knights) - Black Helmet, no Plume",4
fig-000647,Max Kruse (CMF),4
fig-000648,Bat Lord (Fright Knights) - Cape,5
fig-000649,Minifig from 5016-1,3
fig-000650,"Woman - White Torso, Red Legs, Black Hair",4
fig-000651,Minifig from 71001-2,4
fig-000652,Minifig from 607-1,5
fig-000653,Minifig from 608-2,4
fig-000654,Manuel Neuer (CMF),4
fig-000655,Minifig from 4778-1,5
fig-000656,Mario Gotze (CMF),4
fig-000657,Aquanaut 1,7
fig-000658,Minifig from 4596-1,5
fig-000659,Minifig from 6193-1,4
fig-000660,Aquashark 1 with Flippers,7
fig-000661,Minifig from 6166-1,4
fig-000662,"Pirate - Blue Jacket, Light Gray Legs, Brown Tricorne (3626b Head)",4
fig-000663,Minifig from 620-1,4
fig-000664,Clone Pilot,4
fig-000665,"Pirate - Blue Stripes, White Legs, Red Bandana, 3626a",4
fig-000666,"Pirate - Blue Jacket, Black Legs, Black Bicorne",4
fig-000667,Benedikt Howedes (CMF),4
fig-000668,Soldier (Imperial Armada) - Red,4
fig-000669,Crawley,4
fig-000670,Marco Reus (CMF),4
fig-000671,President Business (CMF),4
fig-000672,Minifig from 6359-1,4
fig-000673,"Emmet, Red Hard Hat",4
fig-000674,"Postal Worker - Red Torso, Black Legs, Black Hat",4
fig-000675,Minifig from 6361-1,4
fig-000676,Minifig from 6325-1,4
fig-000677,Minifig from 6355-1,4
fig-000678,Toni Kroos,4
fig-000679,Minifig from 5620-1,4
fig-000680,Cam with Black Flippers,8
fig-000681,Minifig from 1952-1,4
fig-000682,Minifig from 6407-1,4
fig-000683,Mesut Ozil (CMF),4
fig-000684,Minifig from 6417-1,6
fig-000685,Taco Tuesday Guy (CMF),5
fig-000686,Minifig from 646-1,4
fig-000687,Minifig from 6423-1,4
fig-000688,Minifig from 6422-1,4
fig-000689,"Man, Blue Jacket with Zipper, Blue Legs, Red Hard Hat,",4
fig-000690,"Jet, Trans-Neon Green Visor",5
fig-000691,Minifig from 6436-1,5
fig-000692,Minifig from 6470-1,4
fig-000693,Sparks,5
fig-000694,Minifig from 71001-9,5
fig-000695,Minifig from 8683-7,4
fig-000696,Minifig from 6446-1,4
fig-000697,Minifig from 6471-1,4
fig-000698,Minifig from 71001-11,5
fig-000699,Minifig from 6486-1,8
fig-000700,Minifig from 6513-1,5
fig-000701,Minifig from 6511-1,4
fig-000702,Bastian Schweinsteiger (CMF),4
fig-000703,Minifig from 6536-1,5
fig-000704,Minifig from 6530-1,4
fig-000705,Minifig from 6546-1,5
fig-000706,Minifig from 6538-1,4
fig-000707,Minifig from 6523-1,4
fig-000708,Minifig from 71001-13,4
fig-000709,Christoph Kramer (CMF),4
fig-000710,Minifig from 6555-1,8
fig-000711,Shkodran Mustafi (CMF),4
fig-000712,Lloyd Garmadon,5
fig-000713,Minifig from 6609-1,4
fig-000714,Minifig from 6603-1,4
fig-000715,"Octan - White Torso with Logo, Green Legs, Red Cap",4
fig-000716,Minifig from 6615-1,5
fig-000717,Minifig from 6629-1,4
fig-000718,Minifig from 6646-1,5
fig-000719,Minifig from 6652-1,4
fig-000720,Minifig from 6655-1,4
fig-000721,Minifig from 6656-1,4
fig-000722,Minifig from 6647-1,5
fig-000723,Minifig from 6586-1,7
fig-000724,"Man, Red Overalls, Red Hard Hat",4
fig-000725,Minifig from 6649-1,4
fig-000726,Minifig from 6679-2,5
fig-000727,Minifig from 6691-1,4
fig-000728,Minifig from 6670-1,4
fig-000729,Minifig from 6685-1,4
fig-000730,Stingray 3 with Flippers,6
fig-000731,Minifig from 6686-1,4
fig-000732,Minifig from 6707-1,5
fig-000733,"Man - Blue Jacket, Blue Legs, Red Hat",4
fig-000734,Indian Chief,4
fig-000735,Minifig from 6679-1,6
fig-000736,"Soldier - Western, Lieutenant, Cap",5
fig-000737,Minifig from 6415-1,6
fig-000738,Pepper Roni with Neck Bracket,5
fig-000739,Brickster with Black Hat,4
fig-000740,Minifig from 40110-1,5
fig-000741,Ogel,6
fig-000742,"Classic Spaceman, Blue with Airtanks (3842b Helmet)",5
fig-000743,"Bandit - Western, Black Jacket, White Handkerchief, Brown Hat",5
fig-000744,"Santa, Plain Red",5
fig-000745,"Classic Spaceman, Red with Airtanks (3842b Helmet)",5
fig-000746,Radia,4
fig-000747,"Futuron Spaceman, Blue with Airtanks and Dark Blue Visor",6
fig-000748,Johnny Thunder (Expedition),4
fig-000749,Minifig from 6813-1,7
fig-000750,"Ice Planet - White Eyebrows, Mustache",6
fig-000751,"UFO Alien, Red, Plain Black Helmet",4
fig-000752,"UFO Droid, Red",3
fig-000753,"Exploriens Spaceman, with Radio on Belt",6
fig-000754,"Exploriens Spaceman, with Breathing Apparatus",6
fig-000755,Minifig from 6589-1,5
fig-000756,Spyrius Chief,6
fig-000757,Octan Racer,6
fig-000758,"Emma - White Robe, White Trousers, Karate",4
fig-000759,"RoboForce, Red",6
fig-000760,Minifig from 6032-1,4
fig-000761,Viper,4
fig-000762,LEGOLAND Blue,4
fig-000763,Techno Leon,5
fig-000764,Danny Longlegs / Corporal Steel,4
fig-000765,"Girl, Cardigan Tied with Bow, Necklace, Short Dark Blue Legs",4
fig-000766,Jake the Dog (Dimensions),3
fig-000767,Buzz Lightyear (CMF),7
fig-000768,Tie Fighter Pilot with Light Flesh Skin,4
fig-000769,Striped Vest with Yellow Striped Scarf and Black Legs,4
fig-000770,"Policeman with Gold Badge, Radio, and Black Cap",4
fig-000771,Jasmine,4
fig-000772,General Rieekan,4
fig-000773,Obi-Wan Kenobi with Dark Orange Hair and Headset,4
fig-000774,"Man - Black Torso, Blue Pants",4
fig-000775,Minifig from 40081-1,4
fig-000776,Minifig from 7687-2,4
fig-000777,Minifig from 7687-20,4
fig-000778,Finn the Human (Dimensions),5
fig-000779,Minifig from 7238-1,5
fig-000780,Minifig from 7266-1,7
fig-000781,Minifig from 7248-1,4
fig-000782,LEGOLAND Black,4
fig-000783,Shadow with Rope Bundle,4
fig-000784,Minifig from 7324-19,4
fig-000785,Minifig from 7324-16,4
fig-000786,Minifig from 7324-2,4
fig-000787,"Prisoner, #50380, Dark Bluish Gray Legs, Black Hat, Gold Tooth",4
fig-000788,Jean Grey in Phoenix Costume,4
fig-000789,Minifig from 6514-1,4
fig-000790,B.A. Baracus,4
fig-000791,Abby Yates (Dimensions),4
fig-000792,Digger with Binoculars Hanging Round Neck,4
fig-000793,TIE Fighter Pilot with Plain Reddish Brown Head,4
fig-000794,Minifig from 6534-1,5
fig-000795,"Racer with Lime Jacket with Black and White Checks, Red Helmet with Trans-Clear Visor",5
fig-000796,Rebel Trooper in Endor Uniform,4
fig-000797,Minifig from 7553-14,4
fig-000798,Minifig from 7553-2,5
fig-000799,"Santa, Plain Red with Dark Bluish Gray Legs, and Back Basket",6
fig-000800,Minifig from 7553-19,4
fig-000801,Minifig from 7566-1,5
fig-000802,Johnny Thunder with Backpack (Desert),5
fig-000803,Minifig from 6430-1,5
fig-000805,Imperial AT-ST Driver,4
fig-000806,Clone Pilot (Clone Wars),4
fig-000807,Minifig from 7687-17,4
fig-000808,Minifig from 7687-11,4
fig-000809,Rebel Trooper / Scout,5
fig-000810,Abraham Lincoln (CMF),4
fig-000811,Policeman with Zipper Jacket,4
fig-000812,Minifig from 7687-8,4
fig-000813,Minifig from 7687-5,5
fig-000814,Gail the Construction Worker (CMF),4
fig-000815,Minifig from 520-16,4
fig-000816,Rocket Raccoon in Dark Red Outfit,4
fig-000817,"Policeman, Black Jacket with Radio and Badge, White Helmet with Visor, Sunglasses",5
fig-000818,Minifig from 7731-1,4
fig-000819,Panda Guy (CMF),4
fig-000820,Minifig from 2881-1,4
fig-000821,Minifig from 5935-1,5
fig-000822,"Shell - White Torso with Logo, Blue Legs, Red Construction Helmet",4
fig-000823,Cyberman (Dimensions),3
fig-000824,Rebel Pilot B-wing  with Reddish Brown Helmet,5
fig-000825,Minifig from 71001-19,4
fig-000826,Lennox with Flat Silver Shoulder Armor,6
fig-000827,Minifig from 7904-11,4
fig-000828,Minifig from 7904-14,4
fig-000829,Minifig from 7904-5,4
fig-000830,Minifig from 7907-17,4
fig-000831,Minifig from 7907-11,4
fig-000832,Minifig from 7907-14,4
fig-000833,Minifig from 605-1,5
fig-000834,Minifig from 625-1,4
fig-000835,"Wizard (Kingdoms) - Dark Green, no Cape",5
fig-000836,"Emma - Lavender Top, White Trousers",4
fig-000837,TIE Defender Pilot,4
fig-000838,Lone Ranger,4
fig-000839,Johnny Thunder with Tan Pants with Pockets,4
fig-000840,Atlantis Manta Warrior,4
fig-000841,"Stephanie - White Top, Medium Azure Skirt",4
fig-000842,Minifig from 6437-1,4
fig-000843,Homer Simpson (CMF),3
fig-000844,"Timmy - Blue Legs, Blue Cap",4
fig-000845,Minifig from 7942-1,7
fig-000846,Cam with Trans-Dark Blue Diving Mask,7
fig-000847,Minifig from 6517-1,6
fig-000848,Aquaraider 1 with Hook,7
fig-000849,Bart Simpson (CMF),3
fig-000850,"Pirate - Anchor Tattoo, Dark Green Legs, Dark Green Bandana",4
fig-000851,"Pirate - Blue Jacket, White Legs, Brown Bicorne, 3626a",4
fig-000852,Minifig from 1029-1,4
fig-000853,Minifig from 7324-13,4
fig-000854,"Fireman with Reflective Stripes, and Silver Fire Helmet",4
fig-000855,Minifig from 850423-1,5
fig-000856,Boat Driver,5
fig-000857,Max (LEGO Club),4
fig-000859,"Stephanie - White Top, Medium Lavender Skirt",4
fig-000860,"Santa, Freckles, Red Legs with Black Hips",5
fig-000861,"Andrea - Lime Top, White Trousers",4
fig-000862,"Mia - Medium Blue Top, Medium Lavender Skirt",4
fig-000863,Takeshi with Gold Armor,4
fig-000864,Lisa Simpson (CMF),4
fig-000865,Mirkwood Elf Guard,5
fig-000866,"Power Miner, Beard Stubble",4
fig-000867,Minifig from 9094-1,4
fig-000868,Minifig from 9093-1,4
fig-000869,Minifig from 9095-1,4
fig-000870,"Kai, Kendo Outfit",5
fig-000871,Samurai X / Nya (Rise of the Snakes),7
fig-000872,Minifig from 2541-1,4
fig-000873,Bilbo Baggins - Dark Red Coat,4
fig-000874,Gungan Soldier,3
fig-000875,Lizaru,3
fig-000876,Mezmo,3
fig-000877,Bytar,3
fig-000878,"Cole, Kendo Outift",5
fig-000879,Lasha,4
fig-000880,Kai ZX with Shoulder Armour,5
fig-000881,Zane NRG,4
fig-000882,King with Red Plastic Cape,5
fig-000883,Minifig from 9594-1,5
fig-000884,Minifig from 9786-1,5
fig-000885,Minifig from 71000-5,4
fig-000886,"Olivia - Magenta Top, Dark BLue Trousers",4
fig-000887,"Time Twisters - Black Torso, Dark Gray Legs",5
fig-000888,Minifig from 8805-11,4
fig-000889,Minifig from 8683-3,4
fig-000890,Skater (CMF),4
fig-000891,Minifig from 8683-11,4
fig-000892,Minifig from 8683-12,4
fig-000893,Minifig from 8683-16,4
fig-000894,"Emma - White Plaid Top, Sand Green Skirt",4
fig-000895,"Stealth Swimmer, Team GB (CMF)",5
fig-000896,Minifig from 8684-13,4
fig-000897,Minifig from 8803-1,5
fig-000898,Minifig from 8803-2,5
fig-000899,Minifig from 8803-3,4
fig-000900,Minifig from 8803-8,3
fig-000901,Minifig from 8803-10,4
fig-000902,Minifig from 8803-12,4
fig-000903,Minifig from 8803-15,4
fig-000904,Minifig from 8803-16,4
fig-000905,Minifig from 8684-14,4
fig-000906,"Stephanie - Bright Pink Top, Dark Purple Skirt",4
fig-000907,Minifig from 8803-9,5
fig-000908,Minifig from 8684-8,4
fig-000909,Minifig from 8804-15,5
fig-000910,Minifig from 8804-1,5
fig-000911,Minifig from 8804-3,4
fig-000912,Surfer Girl (CMF),4
fig-000913,Minifig from 8804-6,4
fig-000914,Minifig from 8804-7,4
fig-000915,Minifig from 8804-10,4
fig-000916,Minifig from 8805-1,5
fig-000917,Minifig from 8805-10,4
fig-000918,Minifig from 8827-14,4
fig-000919,Minifig from 8805-13,4
fig-000920,Minifig from 8827-1,3
fig-000921,Minifig from 8805-3,4
fig-000922,Minifig from 8805-5,4
fig-000923,Minifig from 8804-13,4
fig-000924,Minifig from 8805-7,4
fig-000925,Minifig from 8805-9,4
fig-000926,Minifig from 8805-12,5
fig-000927,Minifig from 8805-15,4
fig-000928,Minifig from 8805-16,4
fig-000929,Minifig from 8827-11,4
fig-000930,Minifig from 8827-12,4
fig-000931,Minifig from 8827-13,6
fig-000932,Minifig from 8827-15,4
fig-000933,Minifig from 8827-16,4
fig-000934,Minifig from 8831-11,4
fig-000935,Minifig from 8831-10,4
fig-000936,Minifig from 8831-3,4
fig-000937,Minifig from 8831-5,5
fig-000938,Minifig from 8831-6,5
fig-000939,Minifig from 8831-8,5
fig-000940,Minifig from 8831-9,4
fig-000941,Minifig from 8831-12,4
fig-000942,Minifig from 8831-16,5
fig-000943,"Santa, Coat and Belt, Plain Red Legs, Santa Hat (3626b Head) (CMF)",5
fig-000944,Minifig from 8833-11,4
fig-000945,Minifig from 71000-11,5
fig-000946,Minifig from 71000-10,5
fig-000947,Minifig from 71000-6,4
fig-000948,Minifig from 71000-13,5
fig-000949,Minifig from 71000-16,4
fig-000950,Minifig from 71001-1,4
fig-000951,Minifig from 8833-8,4
fig-000952,Minifig from 71001-3,5
fig-000953,Minifig from 71001-14,4
fig-000954,"Brawny Boxer, Team GB (CMF)",5
fig-000955,Minifig from 71001-7,5
fig-000956,Minifig from 71001-8,4
fig-000957,Minifig from 71001-12,4
fig-000958,Minifig from 71001-16,4
fig-000959,Minifig from 71002-13,4
fig-000960,Minifig from 71002-7,4
fig-000961,Minifig from 71002-1,4
fig-000962,Minifig from 71002-11,4
fig-000963,Minifig from 71002-15,4
fig-000964,Gingerbread Man (CMF),3
fig-000965,Minifig from 8805-8,4
fig-000966,Minifig from 71002-10,4
fig-000967,Axel,7
fig-000968,Minifig from 71002-5,5
fig-000969,"Tactical Tennis Player, Team GB (CMF)",5
fig-000970,"Agile Archer, Team GB (CMF)",5
fig-000971,"Judo Fighter, Team GB (CMF)",5
fig-000972,"Wondrous Weightlifter, Team GB (CMF)",5
fig-000973,Minifig from 71002-4,5
fig-000974,Spider-Man in Black Symbiote Costume,3
fig-000975,"Green Lantern, Hal Jordan",4
fig-000976,Minifig from 6509-1,5
fig-000977,Minifig from 6509-1,5
fig-000978,Flame Thrower with Quiver,5
fig-000979,Bobby with Flippers,7
fig-000980,Minifig from 6516-1,6
fig-000981,Grandpa Abe Simpson (CMF),3
fig-000982,Minifig from 5599-1,5
fig-000983,Minifig from 6518-1,4
fig-000984,Minifig from 8374-1,5
fig-000985,Flex with Trans-Dark Blue Diving Mask,6
fig-000986,Minifig from 3066-1,5
fig-000987,Minifig from 6524-1,4
fig-000988,Minifig from 6669-1,5
fig-000989,Hydronaut 3 with Flippers,7
fig-000990,Minifig from 6643-1,5
fig-000991,Minifig from 6533-1,4
fig-000992,Cragger (Dimensions),6
fig-000993,Ryo in Gold Armor,4
fig-000994,Minifig from 3059-1,6
fig-000995,"Zane, Titanium in White",5
fig-000996,Minifig from 40054-1,4
fig-000997,"Chewbacca, Brown",3
fig-000998,"Mia - Black Tuxedo, Magician",4
fig-000999,Minifig from 4304-1,5
fig-001000,Frax with Shoulder Armor,10
fig-001001,Minifig from 71000-8,4
fig-001002,Minifig from 1286-1,4
fig-001003,Minifig from 8827-8,3
fig-001004,Ryo,4
fig-001005,Minifig from 8827-10,4
fig-001006,J. Kawaguchi / Hayabusa Project Manager,4
fig-001007,Minifig from 6521-1,4
fig-001008,"Man, Red Overalls, Black Hair",4
fig-001009,Minifig from 6644-1,6
fig-001010,"Man - Blue Jacket, Blue Legs, Red Hat",4
fig-001011,"Shogun, Armor and Helmet with Horn, Blue and Black Robe",6
fig-001012,Minifig from 71011-1,4
fig-001013,Red Skull with Short Legs,3
fig-001014,Minifig from 71011-2,6
fig-001015,Minifig from 71001-15,4
fig-001016,Minifig from 71001-10,4
fig-001017,Minifig from 71002-14,4
fig-001018,Minifig from 4899-1,4
fig-001019,Minifig from 71002-2,4
fig-001020,Minifig from 8827-9,4
fig-001021,Minifig from 71011-5,5
fig-001022,Minifig from 71011-6,5
fig-001023,Minifig from 6639-1,5
fig-001024,Minifig from 8398-1,4
fig-001025,Minifig from 6648-1,5
fig-001026,"Han Solo, Child",4
fig-001027,Minifig from 1296-1,4
fig-001028,Policeman with Zipper Jacket and Helmet with Black Visor,5
fig-001029,Minifig from 1294-1,5
fig-001030,Jay with Bandana,5
fig-001031,"Man, Sand Blue Overalls, Light Bluish Gray Hair, Beard",4
fig-001032,Dragon Master (Dragon Knights) - Red Plumes,7
fig-001033,Minifig from 1249-1,5
fig-001034,Minifig from 71011-12,4
fig-001035,Minifig from 6510-1,5
fig-001036,Dash,4
fig-001037,Minifig from 71011-11,5
fig-001038,Hydronaut 1 with Flippers,7
fig-001039,"Andrea - Bright Light Orange Top, Light Aqua Skirt",6
fig-001040,Minifig from 3056-1,5
fig-001041,Danny Longlegs / Corporal Steel with Black Shoulder Armor,5
fig-001042,Stingray 2,4
fig-001043,Minifig from 1098-1,5
fig-001044,Aquashark 2 with Flippers,7
fig-001045,Minifig from 30012-1,5
fig-001046,Minifig from 6504-1,4
fig-001047,Gypsy Moth / Navigator Sharp with Shoulder Armor,5
fig-001048,Minifig from 8683-8,3
fig-001049,Minifig from 71011-15,4
fig-001050,The Joker,4
fig-001051,Minifig from 6578-1,5
fig-001052,Minifig from 71011-16,6
fig-001053,Red and White Jester,4
fig-001054,"Olivia - Dark Pink Top, Medium Lavender Skirt",4
fig-001055,Doc Brown (Dimensions),4
fig-001056,Dash in Scuba Gear,9
fig-001057,I Brick LEGOLAND Man,4
fig-001058,I Brick LEGOLAND Woman,4
fig-001059,Rex,4
fig-001060,Man with 'Copenhagen' and Flag on Shirt,4
fig-001061,Minifig from 8683-9,5
fig-001062,Man with 'Malaysia' and Flag,4
fig-001063,Yoda in Santa Outfit with Backpack,4
fig-001064,Minifig from 8833-13,4
fig-001065,Minifig from 75871-1,5
fig-001066,Minifig from 75872-1,5
fig-001067,Minifig from 7998-1,4
fig-001068,Minifig from 7990-1,4
fig-001069,Clone Trooper / Shock Trooper with Red Markings and White Hips (Episode 3),4
fig-001070,Minifig from 8683-1,5
fig-001071,Minifig from 8833-15,4
fig-001072,Captain Wizer / Captain Zec with Airtanks,5
fig-001073,"Pirate - Blue Jacket, White Legs, Brown Bicorne, 3626b",4
fig-001074,Cheerleader (CMF),4
fig-001076,Minifig from 7904-25,5
fig-001077,"Stephanie - White Top, Dark Pink Skirt",4
fig-001078,Minifig from 60114-1,6
fig-001079,I Brick Paris Man,4
fig-001080,I Brick Tokyo Man,4
fig-001081,Minifig from 8683-4,4
fig-001082,Minifig from 30312-1,4
fig-001083,Danny Longlegs / Corporal Steel with Dark Gray Shoulder Armor,5
fig-001084,"Olivia - White Top, Dark Blue Skirt",4
fig-001085,Football/Soccer Referee,4
fig-001086,Minifig from 6474-1,4
fig-001087,Minifig from 2000409-1,3
fig-001088,Minifig from 8356-1,5
fig-001089,Minifig from 1190-1,5
fig-001090,Azog,3
fig-001091,"Olivia - Bright Pink Top, Sand Blue Skirt",4
fig-001092,"Islander - King Kahuka, Mask",5
fig-001094,"Emma - Light Aqua Top, Magenta Skirt",5
fig-001095,Lloyd ZX with Shoulder Armour,5
fig-001096,Naboo Security Officer,4
fig-001097,Minifig from 5898-1,4
fig-001098,Minifig from 8683-13,5
fig-001099,"Shredder, Flashback",4
fig-001100,Minifig from 7241-1,4
fig-001101,"Snowtrooper with Light Bluish Gray Hips, with Balaclava Head",4
fig-001102,Worriz with Flat Silver Large Shoulder Armor,6
fig-001103,"Man - Red Torso, Blue Legs, Reddish Brown Hair",4
fig-001104,"RoboForce, Red with Plain Legs",6
fig-001105,Minifig from 4897-1,5
fig-001106,Darth Vader in Santa Outfit,5
fig-001107,Minifig from,0
fig-001108,Johnny Thunder (Desert) with Chin Scar,4
fig-001109,Boba Fett with Beard Stubble and Dark Bluish Gray Rangefinder,7
fig-001110,"Naya - White Plaid Top, Sand Green Skirt",4
fig-001111,"Rapunzel - Medium Lavender Dress, Flowers in Hair",6
fig-001112,"Worker - Orange Safety Vest, orange  Legs, Red Helmet, beard, Glasses",4
fig-001113,"Skateboarder Bill, Black, Green Helmet",4
fig-001114,"Skateboarder, Red, Black Helmet",4
fig-001115,Imperial AT-ST Driver with Plain Helmet,4
fig-001116,Minifig from 4806-1,4
fig-001117,"Classic Spaceman, White with Airtanks (2446 Helmet) (3626c Head)",5
fig-001118,Minifig from 6501-1,4
fig-001119,Achu,5
fig-001120,Minifig from 30347-1,4
fig-001121,Minifig from 40194-1,4
fig-001122,Han Solo with Medal,4
fig-001123,Minifig from 8683-10,4
fig-001124,"Man - Red Torso, Blue Legs, Red Hat",4
fig-001125,Minifig from 6668-1,4
fig-001126,Skinnet,5
fig-001127,"Classic Spaceman, White with Airtanks (3842a Helmet)",5
fig-001128,"Skateboarder Bill, Black, Green Helmet, Neck Bracket",5
fig-001129,Minifig from 1288-1,4
fig-001130,Trickster,4
fig-001131,Minifig from 6515-1,5
fig-001132,Minifig from 1552-1,4
fig-001133,Minifig from 30032-1,4
fig-001134,Minifig from 6522-1,4
fig-001135,First Order Snowtrooper,6
fig-001136,Minifig from 6487-1,4
fig-001137,TIE Bomber Pilot,4
fig-001138,"Andrea - Medium Azure Top, Magenta Skirt",4
fig-001139,"Draco Malfoy, Yellow Skin, Black Sweater",4
